num,ang1,ang2,ang3,ang4,ang5,ang6,ang7,ang8,ang9,ang10,label
1,177.34175004526696,173.10047820210357,163.74733300229454,158.26519019347754,86.93103569290349,87.06188051524867,174.14594545527603,175.62263506800122,177.44953538019428,179.2780502031511,arm_stretch_up
2,56.58027575235464,87.64850499319368,22.393900748408036,11.28375806765781,149.5217860555621,86.73531365842668,112.18882187815055,179.30457555362173,89.685936666191,162.08803422757313,arm_stretch_up
3,96.14193976209616,125.34506564770713,40.612389877149496,40.58314583993737,110.68527005243057,84.29516762053524,154.8443135484588,171.77457088770456,176.25499221446088,159.13676256539998,arm_stretch_up
4,153.6191166560395,82.37372922925927,89.6608641936652,54.261209333479606,99.95808159393127,81.22072794980446,159.13622877266315,176.05255849114238,176.01919993173289,163.03958117052693,arm_stretch_up
5,71.49821524528969,104.46046803610574,43.27826004781527,39.33923545679502,105.98409109236508,89.82747372578234,163.1166301871151,167.4738964431594,169.76678553568567,175.8057195020776,arm_stretch_up
6,173.67124394092633,177.23953956041765,146.36506768324247,146.9873787452942,89.84371008311231,93.12184155271225,175.23284549363717,172.947842519554,178.4733314525469,176.5744313752841,arm_stretch_up
7,178.2639966952816,170.04192940153888,164.08587908478816,176.0509353590335,86.85504253530196,86.92254460057562,179.53107671269504,178.31381370869832,178.15699520788044,176.92254460057546,arm_stretch_up
8,170.99051081799973,178.11232381253612,155.88296623680444,158.80078665469813,101.11867949747808,99.91085977250212,167.67727232083072,169.25142283608517,179.38369466833387,174.83280797105022,arm_stretch_up
9,176.42981640589707,178.30672169122823,170.74403076399318,162.61337609552595,95.13637849242774,94.10811217713588,174.1322257544746,173.71714370825393,178.0113621435259,178.0640200148948,arm_stretch_up
10,179.3794296906035,179.14800109941402,150.57951195958918,172.69641559498518,90.95271216471383,86.17396389419739,175.36871631642805,179.85721230884323,179.98510848574722,179.8250242539087,arm_stretch_up
11,178.2466239948342,171.50227767241694,168.91870902523715,157.02937487441517,84.40675629000184,91.95719178286777,177.03882292642487,179.83255264163802,177.38683216629153,178.97095483548154,arm_stretch_up
12,173.72390709738124,164.0347442109599,152.17156647639527,144.68406959662062,84.82199763410672,90.74786762320369,178.9609784472982,179.01005691911598,176.81552377411955,175.3015142384545,arm_stretch_up
13,62.252652166821214,46.08317760741652,10.304846468766044,1.2004436191097752,139.4211683732345,25.425751419765565,132.41590868513399,124.2304391458509,177.20463396011186,173.34530554992565,arm_stretch_up
14,76.43251035346536,142.475460751942,32.38015271156748,57.83505636092045,160.9585876448324,9.532421474407014,106.41928470696536,106.84765954692114,104.72838744401498,141.66209640046324,arm_stretch_up
